venue_id,name,brand,description,color,is_available
1,Bubble Gum,BlackBurn,Фруктовая жвачка: сладкий конфетный микс без привязки к фрукту,#8BC34A,FALSE
1,Chupa Graper,BlackBurn,Виноградная газировка / виноградный леденец,#7E57C2,FALSE
1,Kiwi Stoner,BlackBurn,"Киви-смузи: спелое киви, плотный фруктовый вкус, лёгкая кислинка",#66BB6A,FALSE
1,Lemon Waffles,BlackBurn,"Хрустящие вафли с лимонным кремом: выпечка, ваниль и лимонная кисло-сладость",#E6C89C,FALSE
1,Lulo,BlackBurn,"Экзотический фрукт луло: ананас, маракуйя, апельсин и клубника с лёгкой сливочностью",#FFD54F,FALSE
1,Peach Yogurt,BlackBurn,Нежный персиковый йогурт: сливочная база и мягкий персик,#FFCC80,FALSE
1,Pineapple Yogurt,BlackBurn,Сливочный йогурт с ананасом: сладкая тропическая кисло-сладость,#6A1B9A,FALSE
1,Pomelo,BlackBurn,Классический помело: сладко-кислый цитрус с лёгкой грейпфрутовой горчинкой,#FFE082,FALSE
1,Red Energy,BlackBurn,"Энергетик в духе Red Bull: сладко-кислый, газировочный и слегка цитрусовый",#FFF176,FALSE
1,Red Kiwi,BlackBurn,"Красная мякоть киви: сладкий, сочный, с мягкой кислинкой",#66BB6A,FALSE
1,White Grape,BlackBurn,"Белый виноград: свежий, с лёгкой кислинкой и сахаристой мякотью",#7E57C2,FALSE
1,Salak,BlackBurn,"Змеиный фрукт: ананасово-банановый профиль, слегка вяжущий",#FFD54F,FALSE
1,Skittles,BlackBurn,Конфеты Skittles: разноцветный кисло-сладкий мультифруктовый вкус,#8BC34A,FALSE
1,Grapefruit,BlackBurn,Сочный грейпфрут: сладко-горький цитрус с характерной цедровой горчинкой,#FF6F61,FALSE
1,Na Chile,BlackBurn,Тропический сок с мягким холодком,#FFC107,FALSE
1,Ice Baby,BlackBurn,Ягодный сорбет с грейпфрутом и льдом,#C2185B,FALSE
1,Papaya v obed,BlackBurn,"Насыщенная сладкая папайя, мягкая и тропическая",#FFB74D,FALSE
1,Banana Souffle,BlackBurn,"Банановое суфле: мягкий кремовый банан, десертный и обволакивающий",#FFE082,FALSE
1,On the Chill,BlackBurn,"Сочный ананас и кисло-сладкая маракуйя, густой тропический сок",#FFD54F,FALSE
1,Base,Bonche,"Чистая сигарная основа без ароматизаторов, вкус сигарного листа",#6B4F2A,FALSE
1,Barberry,Bonche,Классический вкус барбарисовых леденцов: яркая кисловатая конфетная нота,#C62828,FALSE
1,Cheesecake,Bonche,"Сливочный чизкейк с нотами творожного сыра, печенья и ванили",#6A1B9A,FALSE
1,Cherry,Bonche,Спелая вишня с умеренной кислинкой и лёгкой косточковой терпкостью,#8B1E3F,FALSE
1,Cookie,Bonche,Сливочное песочное печенье с нотами выпечки и ванили,#6A1B9A,FALSE
1,Dark Chocolate,Bonche,"Горький тёмный шоколад без молочной сладости, насыщенный какао",#4E342E,FALSE
1,Lemon,Bonche,"Яркий кислый лимон, близкий к натуральному цитрусовому соку",#FFE066,FALSE
1,Lychee,Bonche,"Сочный личи: тропически-сладкий, слегка цветочный и освежающий",#F8BBD0,FALSE
1,Mango,Bonche,Сладкий спелый манго с мягкой тропической мякотью,#FFC107,FALSE
1,Marzipan,Bonche,Плотный миндально-ореховый марципан с лёгкой ванилью,#F5E6CC,FALSE
1,Olive,Bonche,Солёно-рассолистый вкус зелёных оливок с терпкой горчинкой,#8BC34A,FALSE
1,Passion Fruit,Bonche,Яркая маракуйя: кисло-сладкий тропический вкус,#FF9800,FALSE
1,Pineapple,Bonche,Сочный ананас с лёгкой кислинкой и сладкой мякотью,#FFD54F,FALSE
1,Pomegranate,Bonche,Кисло-сладкий гранат с лёгкой терпкостью косточек,#C62828,FALSE
1,Raspberry,Bonche,Сладкая малина с лёгкой косточковой кислинкой,#E53935,FALSE
1,Rum,Bonche,Алкогольный аромат рома: карамельно-дубовые ноты и ваниль,#C68E17,FALSE
1,Salami,Bonche,Гастрономический вкус сырокопчёной салями,#8BC34A,FALSE
1,Strawberry,Bonche,"Классическая садовая клубника, сладкая и сочная",#FF4F79,FALSE
1,Sweet Corn,Bonche,Вкус сладкой консервированной кукурузы: сливочная сладость,#6A1B9A,FALSE
1,Werkbund,Bonche,Микс чернослива и инжира с мёдом и грецким орехом,#FFCA28,FALSE
1,Whiskey,Bonche,"Виски с мягкими дубовыми, ванильными и карамельными оттенками",#F5E6CC,FALSE
1,Black Currant,Bonche,Насыщенная чёрная смородина с выраженной кислинкой,#2E1A47,FALSE
1,Blueberry,Bonche,Черника: мягкий лесной ягодный вкус,#3F51B5,FALSE
1,Brownie,Bonche,Шоколадный брауни: густая шоколадно-бисквитная выпечка,#4E342E,FALSE
1,Coconut,Bonche,Сладкая кокосовая стружка с молочно-сливочной нотой,#6A1B9A,FALSE
1,Coffee,Bonche,Крепкий чёрный кофе с выраженной обжаркой,#5D4037,FALSE
1,Cognac,Bonche,Коньяк: виноградно-дубовые ноты и тёплая спиртуозность,#7E57C2,FALSE
1,Grapefruit,Bonche,Грейпфрут с яркой цитрусовой горчинкой,#FF6F61,FALSE
1,Honey,Bonche,"Цветочный мёд, густая натуральная сладость",#FFCA28,FALSE
1,Kiwi,Bonche,Киви с освежающей кисло-сладкой мякотью,#66BB6A,FALSE
1,Orange,Bonche,Апельсин с яркой цедровой кислинкой,#FFA500,FALSE
1,Peanut,Bonche,Жареный арахис: маслянистый ореховый вкус,#8BC34A,FALSE
1,Pear,Bonche,Спелая сладкая груша с мёдовой мягкостью,#C9E265,FALSE
1,Prunes,Bonche,Чернослив: тёмный сладко-кислый сухофрукт,#8BC34A,FALSE
1,Red Wine,Bonche,Красное вино: ягодно-виноградный профиль с терпкостью,#C2185B,FALSE
1,Vanilla,Bonche,Классическая ваниль: мягкая сливочно-кремовая сладость,#F5E6CC,FALSE
1,Wild Strawberry,Bonche,Лесная земляника: яркий сладкий аромат,#8BC34A,FALSE
1,HookahPlace,Bonche,Глубокий аромат чернослива с сухофруктовой терпкостью,#8BC34A,FALSE
1,Hoob,Bonche,"Миндальный ликёр амаретто, горький грейпфрут и сочная мякоть личи",#FF6F61,FALSE
1,New Year 2025,Bonche,Запечённый персик с карамелью и тонкой трюфельной нотой,#FFCC80,FALSE
1,LE Oblako,Bonche,"Зелёное яблоко, эстрагон, базилик и анис — свежий травянистый микс",#8BC34A,FALSE
1,Basil (Notes 5%),Bonche,"Пряный базилик: травянистый, слегка перечный",#2E7D32,FALSE
1,Bergamot (Notes 5%),Bonche,Насыщенный бергамот: цитрусовая горчинка и чайная нота,#8D6E63,FALSE
1,Caramel (Notes 5%),Bonche,Густая карамель: жжёный сахар и тягучая сладость,#C68E17,FALSE
1,Clove (Notes 5%),Bonche,Пряная гвоздика: тёплый специевый вкус,#6D4C41,FALSE
1,Ginger (Notes 5%),Bonche,Яркий имбирь: жгуче-пряный с цитрусовой свежестью,#FF7043,FALSE
1,Honey (Notes 5%),Bonche,Натуральный медовый акцент: ощущение свежих сот,#8BC34A,FALSE
1,Lavender (Notes 5%),Bonche,Лаванда: сладко-цветочный мягкий аромат,#9575CD,FALSE
1,Lemongrass (Notes 5%),Bonche,Лемонграсс: цитрусово-травянистый вкус,#FFD166,FALSE
1,Melissa (Notes 5%),Bonche,Мелисса: травянистый цитрусовый профиль,#FFD166,FALSE
1,Sesame (Notes 5%),Bonche,Жареный кунжут: ореховый восточный характер,#8BC34A,FALSE
1,Vanilla (Notes 5%),Bonche,Чистая ванильная нота: мягкая кремовая сладость,#F5E6CC,FALSE
1,Sesame & Banana (China Exclusive),Bonche,Кунжут и банан: натурально-сладкий банан с ореховой глубиной,#FFE082,FALSE
1,Green tea & Grapefruit & Melissa (China Exclusive),Bonche,"Зелёный чай, грейпфрут и мелисса: свежий многослойный вкус",#8D6E63,FALSE
1,Lychee & Rose (China Exclusive),Bonche,Личи и роза: сладко-фруктовый с цветочной нотой,#F8BBD0,FALSE
1,Green tea (China Exclusive),Bonche,Чистый зелёный чай: травянисто-чайный профиль,#8D6E63,FALSE
1,Honey Wine (China Exclusive),Bonche,Медовое вино: сладко-винный с землянистыми оттенками,#8BC34A,FALSE
1,Blueberry & Needles (China Exclusive),Bonche,Черника и хвоя: ягодная сладость и смолянистый финиш,#3F51B5,FALSE
1,Jasmine & Mango (China Exclusive),Bonche,Жасмин и манго: цветочно-тропический баланс,#FFC107,FALSE
1,Jasmine tea (China Exclusive),Bonche,Жасминовый чай: цветочная нота на базе зелёного чая,#8D6E63,FALSE
1,Milk oolong (China Exclusive),Bonche,Молочный улун: чай с мягкой сливочной кремовостью,#8D6E63,FALSE
1,Green tea & Peach (China Exclusive),Bonche,Зелёный чай и персик: чайный профиль с нежным фруктом,#8D6E63,FALSE
1,Gimlet (Bartender),Bonche,Классический коктейль Gimlet: сухой джин и сок лайма,#C7F000,FALSE
1,Clover Club (Bartender),Bonche,"Коктейль Clover Club: джин, лимон, малина и мягкая сладость",#FFE066,FALSE
1,Mint Julep (Bartender),Bonche,"Mint Julep: бурбон, свежая мята, сахар и лёд",#4DD0E1,FALSE
1,Rap Rose,Хулиган,Малиново-розовый лимонад: сладкая малина и лимонадная кислинка,#E53935,FALSE
1,Turbo,Хулиган,"Арбузно-дынная жвачка, сладкая и конфетная",#66BB6A,FALSE
1,Healthy,Хулиган,Имбирь с лимоном: пряный имбирный чай с яркой кислотой,#FF7043,FALSE
1,Love,Хулиган,"Чёрная смородина с ромашкой, травяной чайный профиль",#2E1A47,FALSE
1,True,Хулиган,"Табачный микс без фруктов, натуральный вкус табачного бленда",#8BC34A,FALSE
1,Panama,Хулиган,Тропический фруктовый салат с нотами личи,#F8BBD0,FALSE
1,Green Queen,Хулиган,Марокканский зелёный чай с мёдом и мятой,#8D6E63,FALSE
1,Dino,Хулиган,Мятная жвачка: сладкая жвачка с мягкой мятой,#4DD0E1,FALSE
1,OG Club,Хулиган,Клубника с ревенем и лёгкой травянистой нотой,#FF4F79,FALSE
1,Fifi,Хулиган,Ореховая карамель: сладкая ореховая паста,#C68E17,FALSE
1,BA (Romovaya Baba),Хулиган,Десерт «ромовая баба»: пропитанный ромом бисквит,#8BC34A,FALSE
1,2016,Хулиган,Лимонный пирог с цедрой и кремовой начинкой,#FFE066,FALSE
1,Pool,Хулиган,"Лимонад с гуавой, лёгкий цитрусово-тропический профиль",#FFE066,FALSE
1,Vita,Хулиган,Сладкий мандарин с лёгкой цедровой горчинкой,#FFA726,FALSE
1,Begemot,Хулиган,Чай с бергамотом и мандарином,#8D6E63,FALSE
1,Cho,Хулиган,Апельсиновый фреш с мякотью и цедрой,#FFA500,FALSE
1,Tano's,Хулиган,Слива в алкоголе: кисло-сладкая настойка,#6A1B9A,FALSE
1,Sonic / Sonik,Хулиган,"Сладкие кукурузные хлопья, злаковый десерт",#8BC34A,FALSE
1,Juicy,Хулиган,"Фруктовая жвачка, яркий конфетный микс",#8BC34A,FALSE
1,Bar,Хулиган,Барбарис с мятой и холодком,#C62828,FALSE
1,Sir,Хулиган,"Сливочный десерт, мягкая база для миксов",#6A1B9A,FALSE
1,Kras,Хулиган,Персиковое вино: сладкий персик с винной нотой,#FFCC80,FALSE
1,Ban,Хулиган,Нежное банановое суфле,#FFE082,FALSE
1,Vera,Хулиган,Алоэ вера: сладкий напиток с водянистой свежестью,#8BC34A,FALSE
1,911,Хулиган,"Шоколад с перцем, густой десерт с согреванием",#4E342E,FALSE
1,Daa,Хулиган,"Манго с эвкалиптом, сладкий и прохладный",#FFC107,FALSE
1,OGO,Хулиган,"Сакура и маракуйя, цветочно-кислый микс",#FF9800,FALSE
1,Pink,Хулиган,Ягодный микс с мангустином,#C2185B,FALSE
1,Vampire,Хулиган,"Ягодный кисель, густой напиточный профиль",#C2185B,FALSE
1,Bear,Хулиган,Клубника с хвойной нотой,#FF4F79,FALSE
1,Cherry Boom,Хулиган,"Кислая вишня, яркая вишнёвая кислота",#8B1E3F,FALSE
1,Young B,Хулиган,Холодная кола с сильным холодком,#3E2723,FALSE
1,Old,Хулиган,"Лимон и мята, классический освежающий микс",#FFE066,FALSE
1,Harley,Хулиган,"Розовый персик, нежный и цветочный",#FFCC80,FALSE
1,Neo,Хулиган,Тропический персик с лёгкой кислинкой,#FFCC80,FALSE
1,Mario,Хулиган,Апельсиновый шоколад,#FFA500,FALSE
1,Паучок (Pauchok),Хулиган,"Банан с клубникой, сладкий коктейльный микс",#FFE082,FALSE
1,Тор (Tor),Хулиган,"Мятный арбуз, сладкий с охлаждением",#4DD0E1,FALSE
1,Старк (Stark),Хулиган,"Барбарисовая дыня, кисло-сладкий микс",#C62828,FALSE
1,Гомер (Gomer),Хулиган,Виноградная газировка с алоэ,#7E57C2,FALSE
1,Скуби (Scooby),Хулиган,Цветочная малина с розовым акцентом,#E53935,FALSE
1,Флеш (Flash),Хулиган,"Медовая малина, сладкий плотный профиль",#E53935,FALSE
1,Бэтс (Bats),Хулиган,Мандариновая кола,#FFA726,FALSE
1,Логан (Logan),Хулиган,Яблочная слива с лёгкой ферментацией,#6A1B9A,FALSE
1,Котя (Kotya),Хулиган,"Банановый ананас, сладкий тропический микс",#FFE082,FALSE
1,Original,Kraken,"Оригинальный вкус бленда сигарного листа Seco с нотками орехов, сухофруктов и мёда, без дополнительной ароматизации",#6B4F2A,FALSE
1,Cheddar Cheese,Kraken,"Гастрономический сливочно-солёный сыр чеддер, плотный и многогранный",#6A1B9A,FALSE
1,Raspberry,Kraken,"Яркая сладко-кислая малина, ближе к малиновому варенью",#E53935,FALSE
1,Creamy Waffles,Kraken,Сладкие сливочные вафли с мягким кремовым послевкусием,#6A1B9A,FALSE
1,Passion Fruit,Kraken,"Кисло-сладкая сочная маракуйя, очень яркий тропический вкус",#FF9800,FALSE
1,Peanut,Kraken,Жареный арахис / арахисовая паста: маслянистый плотный орех,#8BC34A,FALSE
1,Mexican Lime,Kraken,"Насыщенный кислый мексиканский лайм, натуральный цитрус",#C7F000,FALSE
1,Lychee Strawberry,Kraken,Классический микс сладкого тропического личи и сочной клубники,#F8BBD0,FALSE
1,Gooseberry,Kraken,Кисло-вяжущий вкус спелого крыжовника,#8BC34A,FALSE
1,Strawberry,Kraken,Сочная сладкая клубника с лёгкой кислинкой,#FF4F79,FALSE
1,Wild Strawberry,Kraken,Дикая лесная земляника: насыщенная сладость с лёгкой кислинкой,#8BC34A,FALSE
1,Cookie,Kraken,"Сладкое песочное печенье, маслянистая выпечка",#D7B899,FALSE
1,Black Currant,Kraken,Спелая чёрная смородина с балансом сладости и кислинки,#2E1A47,FALSE
1,Black Corn,Kraken,"Вкус варёной сливочной кукурузы, мягкий зерновой профиль",#6A1B9A,FALSE
1,Pomegranate,Kraken,Кисло-сладкий вкус зёрен спелого граната,#C62828,FALSE
1,Lemon Cake,Kraken,Сливочный лимонный кекс с нотами цедры и ванили,#6A1B9A,FALSE
1,Hazelnut,Kraken,"Жареный фундук / ореховая паста, насыщенный ореховый вкус",#8BC34A,FALSE
1,Moroccan Mint,Kraken,Натуральная марокканская мята / мятный чай,#4DD0E1,FALSE
1,Rum Cake,Kraken,Сладкий ромовый кекс с алкогольной нотой,#8BC34A,FALSE
1,Porto Ruby,Kraken,Красный портвейн Ruby: виноградный вкус с нотами сухофруктов,#7E57C2,FALSE
1,Old Bourbon,Kraken,"Выдержанный бурбон: древесные ноты, ваниль и карамель",#F5E6CC,FALSE
1,Earl Grey Tea,Kraken,Чай Earl Grey: чёрный чай с нотой бергамота,#8D6E63,FALSE
1,Fig Peach,Kraken,Инжирный персик: сладкий персик с джемовыми оттенками,#FFCC80,FALSE
1,Yubari Melon,Kraken,Дыня Юбари: очень сладкая премиальная дыня,#DCE775,FALSE
1,Guava Supreme,Kraken,Спелая гуайява: плотный тропический вкус,#FFC107,FALSE
1,Cuban Blend,Kraken,"Безароматический сигарный бленд: какао, шоколад, дерево и кожа",#6B4F2A,FALSE
1,Dominican Andullo,Kraken,Доминиканский Андулло: древесно-пряный табак с минеральными нотами,#6B4F2A,FALSE
1,Habano Ecuadorian Capa,Kraken,Безароматический лист Habano из Эквадора,#8BC34A,FALSE
1,Cigar Medium,Kraken,Сигара Medium для кальяна: классический сигарный букет средней крепости,#6B4F2A,FALSE
1,Cigar Strong,Kraken,Сигара Strong для кальяна: интенсивный сигарный вкус,#6B4F2A,FALSE
1,Tropicano,Joy,Тропический микс ананаса и маракуйи с лёгким лимонным акцентом,#FFD54F,FALSE
1,Caramella,Joy,Клубника в карамели: сладкая клубника с мягким карамельным фоном,#FF4F79,FALSE
1,Pink Gin,Joy,Малиновый джин: кислая малина и сухой джин,#E53935,FALSE
1,Always Stay Pine,Joy,"Сосна, фейхоа и эвкалипт",#4CAF50,FALSE
1,Green Energy,Joy,"Энергетик, киви и лайм: бодрящий цитрусово-фруктовый профиль",#66BB6A,FALSE
1,Beach Peach,Joy,Персик и лимон: сладкий персиковый нектар с лимонной кислотой,#FFCC80,FALSE
1,Jasmino,Joy,"Зелёный чай, жасмин и дикие ягоды",#8D6E63,FALSE
1,Kiwichanga,Joy,Киви и фейхоа: сладкое фейхоа с лёгкой кислинкой киви,#66BB6A,FALSE
1,Dr. Grape,Joy,"Виноградная газировка, сладкая и пузырьковая",#7E57C2,FALSE
1,Meloman,Joy,Дыня и папайя: мягкая сладкая тропическая пара,#DCE775,FALSE
1,Orangelato,Joy,"Апельсиновое мороженое, цитрусовый пломбир",#FFA500,FALSE
1,Chudo Peach,Joy,"Персиковый йогурт, нежный и сливочный",#FFCC80,FALSE
1,Red Hot Chili Citrus,Joy,Цитрус и перец чили: лимонно-апельсиновый микс с жгучей нотой,#FFE066,FALSE
1,Joyberry,Joy,"Малина, клубника и чёрная смородина",#E53935,FALSE
1,Marmeladno,Joy,"Мармелад, киви и дикие ягоды",#66BB6A,FALSE
1,Black on Black,Joy,Кола и кофе: газировка с кофейной горчинкой,#3E2723,FALSE
1,Lemon Brothers,Joy,"Лимон, лайм и ревень",#FFE066,FALSE
1,Tokyo Dream,Joy,"Клубника, малина, грейпфрут и сакура",#FF4F79,FALSE
1,Pears of Joy,Joy,"Груша, мускус и ваниль",#C9E265,FALSE
1,Yume Tea,Joy,"Персик, молочный улун и мёд",#FFCC80,FALSE
1,Jungle Juice,Joy,"Маракуйя, папайя и морковь",#FF9800,FALSE
1,Abricot,Trofimoff,Сладкий спелый абрикос с лёгкой кислинкой,#FFB300,FALSE
1,Base,Trofimoff,Чистый ферментированный бурли без ароматизаторов,#8BC34A,FALSE
1,Baileys,Trofimoff,Сливочный кофейно-ванильный ликёр,#6A1B9A,FALSE
1,Cashmere Guava,Trofimoff,Гуава с пряными кашмирскими специями,#43A047,FALSE
1,Cashmere Nectarine,Trofimoff,Нектарин с кашмирными пряностями,#8BC34A,FALSE
1,Cocos,Trofimoff,Нежная кокосовая стружка и кокосовое молоко,#8BC34A,FALSE
1,Cookies,Trofimoff,Песочное печенье с ванилью и сливочным маслом,#D7B899,FALSE
1,Crespino,Trofimoff,Барбарис: яркая кислота и карамельная сладость,#C62828,FALSE
1,Dark Plum,Trofimoff,"Тёмный чернослив, плотный и чуть дымный",#8BC34A,FALSE
1,Double Apple,Trofimoff,Классический микс красного и зелёного яблока с анисовой нотой,#8BC34A,FALSE
1,Elder Flowers,Trofimoff,"Цветы бузины, мягкий цветочно-сладкий вкус",#8BC34A,FALSE
1,Grapefruit,Trofimoff,Сочный грейпфрут с балансом сладости и кислоты,#FF6F61,FALSE
1,Green Apple,Trofimoff,Хрустящее зелёное яблоко с выраженной кислинкой,#8BC34A,FALSE
1,Green Tea,Trofimoff,Мягкий травянисто-зелёный чай,#8D6E63,FALSE
1,Jasminium,Trofimoff,"Жасминовый чай, тонкий цветочный профиль",#8D6E63,FALSE
1,Hurtleberry,Trofimoff,Тёмная лесная ягода / чёрная смородина,#C2185B,FALSE
1,Kiwi,Trofimoff,Зелёное киви с мягкой тропической кислинкой,#66BB6A,FALSE
1,Kriek,Trofimoff,Вишнёвое пиво с лёгкой солодовой нотой,#8B1E3F,FALSE
1,Lavander,Trofimoff,"Цветки лаванды, сладко-цветочный профиль",#9575CD,FALSE
1,Limonata,Trofimoff,"Лимонадный лимон, яркий цитрус",#FFE066,FALSE
1,Mangifera,Trofimoff,Сливочный манго с мягкой сладостью,#6A1B9A,FALSE
1,Mint,Trofimoff,Сладкая мята без сильного ментола,#4DD0E1,FALSE
1,Nurr,Trofimoff,"Гранат, кисло-сладкие зёрна",#C62828,FALSE
1,Old School Orange,Trofimoff,Классический апельсин с лёгкой горчинкой корки,#FFA500,FALSE
1,Opuntia Pear,Trofimoff,Груша опунции / кактусовая груша,#C9E265,FALSE
1,Pan Banan,Trofimoff,"Спелый банан, кремовый и сладкий",#FFE082,FALSE
1,Peach,Trofimoff,Сочный персик с бархатной мякотью,#FFCC80,FALSE
1,Pineapple,Trofimoff,"Сочный ананас, сладко-кислый тропик",#FFD54F,FALSE
1,Popcorn,Trofimoff,Карамельный попкорн,#C68E17,FALSE
1,Red Currant,Trofimoff,Красная смородина с яркой кислотой,#2E1A47,FALSE
1,Regan,Trofimoff,"Красный базилик, пряно-травяной",#2E7D32,FALSE
1,Ruby Grapes,Trofimoff,"Красный виноград, сладкий с винной нотой",#7E57C2,FALSE
1,Tangerine,Trofimoff,Марокканский мандарин,#FFA726,FALSE
1,Watermelon,Trofimoff,Арбузная мякоть с травянистой корочкой,#66BB6A,FALSE
1,Wild Strawberry,Trofimoff,"Дикая земляника, сладко-ягодный профиль",#C2185B,FALSE
1,Wintergreen,Trofimoff,Мятная приправа с охлаждением,#4DD0E1,FALSE
1,Yellow Lemon,Trofimoff,"Жёлтый лимон, яркая кислота",#FFE066,FALSE
1,Sri Lanka,Trofimoff,Крепкий чёрный чай цейлон,#8D6E63,FALSE
1,Gingerbread,Trofimoff,Имбирный пряник со специями,#FF7043,FALSE
1,Ginger Ale,Trofimoff,Имбирный эль,#FF7043,FALSE
1,Sujuk,Trofimoff,Суджук / сырокопчёная колбаса,#8BC34A,FALSE
1,Nobilis,Trofimoff,"Сосна, смолистые хвойные ноты",#8BC34A,FALSE
1,Rhubarb,Trofimoff,"Ревень, освежающая кислинка",#8BC34A,FALSE
1,Coke,Trofimoff,"Кола, сладкий газированный напиток",#3E2723,FALSE
1,Verry Berry (HCS 2024),Trofimoff,Лимитированный ягодный микс с густой сладостью,#C2185B,FALSE
1,Salvia (HCS 2024),Trofimoff,Лимитированная безаромка с травянистым профилем,#8BC34A,FALSE
1,Crud (HCS 2024),Trofimoff,Лимитированная десертно-табачная безаромка,#8BC34A,FALSE
1,Pear Date (JCF),Trofimoff,"Инжир и груша, плотный сухофруктовый профиль",#C9E265,FALSE
1,Calvados (JCF),Trofimoff,Бочковой яблочный кальвадос,#8BC34A,FALSE
1,Finlandia Vanila (Terror),Trofimoff,Ванильная водка,#F5E6CC,FALSE
1,Like-Zaghoul (No aroma),Trofimoff,Безаромка в стиле загул,#8BC34A,FALSE
1,Italia (No aroma),Trofimoff,Итальянский бурли,#8BC34A,FALSE
1,Shurale (No aroma),Trofimoff,Бальзамная безаромка,#8BC34A,FALSE
1,Jenever (No aroma),Trofimoff,Настой на джиноподобном напитке,#8BC34A,FALSE
1,Spirit (No aroma),Trofimoff,Алкогольно-табачная безаромка,#8BC34A,FALSE
1,Anejo (No aroma),Trofimoff,Выдержанный ром,#8BC34A,FALSE
1,Cognac (No aroma),Trofimoff,Коньячный настой,#8BC34A,FALSE
1,Limoncello (No aroma),Trofimoff,Ликёр лимончелло,#FFE066,FALSE
1,Virgin (No aroma),Trofimoff,«Верджин» безаромка,#8BC34A,FALSE
1,Ortica (No aroma),Trofimoff,"Ортика, травянистый профиль",#8BC34A,FALSE
1,Amarena Cherry (Black),Sebero,Итальянская вишня Амарена,#8B1E3F,FALSE
1,Apple Juice (Black),Sebero,"Яблочный сок, свежевыжатый",#8BC34A,FALSE
1,Bubble Gum (Black),Sebero,Ностальгическая фруктовая жвачка из 00-х,#8BC34A,FALSE
1,Cactus (Black),Sebero,Сочная мякоть кактуса с тропическими оттенками,#8BC34A,FALSE
1,Cookie Monster (Black),Sebero,Сливочное печенье с кокосовой стружкой,#6A1B9A,FALSE
1,Garnet (Black),Sebero,"Гранатовый сок, густой и насыщенный",#C62828,FALSE
1,Grape (Black),Sebero,"Тёмный виноград, между газировкой и конфетой",#7E57C2,FALSE
1,Grapefruit (Black),Sebero,Грейпфрутовый фреш,#FF6F61,FALSE
1,Herbal Currant (Black),Sebero,Чёрная смородина и ревень,#2E1A47,FALSE
1,Lemon Candy (Black),Sebero,Лимонные леденцы,#FFE066,FALSE
1,Limoncello (Black),Sebero,Сочный лимонный ликёр без алкоголя,#FFE066,FALSE
1,Mellow Mango (Black),Sebero,Мягкий спелый манго,#FFC107,FALSE
1,Mango Yogurt (Black),Sebero,Манго-йогурт,#FFC107,FALSE
1,Mint (Black),Sebero,Чистая мята с выраженным холодком,#4DD0E1,FALSE
1,Dyusha (Black),Sebero,Классический лимонад «Дюшес»,#FFE066,FALSE
1,Prunes (Black),Sebero,"Чернослив, густой сухофруктовый вкус",#8BC34A,FALSE
1,Red Skittles (Black),Sebero,Красные,#8BC34A,FALSE
1,Root Beer (Black),Sebero,"Root beer, пряный сливочный напиток",#6A1B9A,FALSE
1,Strawberry (Black),Sebero,"Садовая клубника, плотное варенье",#FF4F79,FALSE
1,Strawberry-Banana (Black),Sebero,Садовая клубника и спелый банан,#FF4F79,FALSE
1,Top (Black),Sebero,Клубника и варёная кукуруза,#FF4F79,FALSE
1,Watermelon (Black),Sebero,"Арбуз-дыня, летний микс",#66BB6A,FALSE
1,Wild Berries (Black),Sebero,"Дикие ягоды, кисло-сладкий компот",#C2185B,FALSE
1,Lemon Fizz (Black),Sebero,Лимонная шипучка,#FFE066,FALSE
1,Color of India (Black),Sebero,"Карри, тёплый гастрономический профиль",#8BC34A,FALSE
1,Vanilla (Black),Sebero,Сладкая ваниль для тёмной базы,#F5E6CC,FALSE
1,Adrenalin,Sebero,"Лимон, фейхоа, энергетик и холодок",#FFE066,FALSE
1,Banana Donut,Sebero,Банановый пончик с корицей,#FFE082,FALSE
1,Bubble Fruit,Sebero,"Баблгам, виноград, голубика, манго и лёд",#7E57C2,FALSE
1,Cactus Pear,Sebero,"Кактус, лимончелло, груша, мята и лёд",#8BC34A,FALSE
1,Caramel Glass,Sebero,"Карамель, вафли, ваниль и лёд",#C68E17,FALSE
1,Cream Berry,Sebero,"Взбитые сливки, черника, вишня и гранат с чаем и льдом",#6A1B9A,FALSE
1,Cucumber Sprite,Sebero,"Спрайт, огурец, лайм и сильный холодок",#C7F000,FALSE
1,Fruit Tea,Sebero,Фруктовый чай с холодком,#8D6E63,FALSE
1,Fruit Yogurt,Sebero,"Манго, малина, сливки и лёд",#FFC107,FALSE
1,Fresh Time,Sebero,"Чабрец, вишня, манго, лимон и лёд",#8B1E3F,FALSE
1,Jelly Fruit,Sebero,Желейные фрукты с прохладой,#8BC34A,FALSE
1,Juicy Shake,Sebero,"Виноград, мята, арбуз, малина, базилик, лимон, лайм и лёд",#7E57C2,FALSE
1,Lychee Juice,Sebero,"Личи, груша, лимонад, персик и лёд",#F8BBD0,FALSE
1,Melon Ron Do,Sebero,"Дыня, арбуз и холодок",#DCE775,FALSE
1,Morozhenka,Sebero,Фруктовое мороженое,#FFF8E1,FALSE
1,Okroshka Time,Sebero,Огуречно-травяной лимонад с холодком,#FFE066,FALSE
1,Pop Star,Sebero,"Арбуз, дыня, лайм, мята и лёд",#66BB6A,FALSE
1,Spice Fruit,Sebero,"Пряный чай, гуава, клубника, ревень, чёрная смородина и лёд",#8D6E63,FALSE
1,Summer Vibe,Sebero,"Малина, ревень, табачная нота и лёд",#E53935,FALSE
